Date	Day	Tactics	Actors	Target	Event Description	Country	Location	Battle	Duration	Nationalist troops	Nat Arrests	Nat injuries	Nat deaths	Rep troops	Rep arrests	Rep injuries	Rep deaths	Workers	Civilian inj	Civiliandeaths	Source	Date	no event	Source Descriptions
30-Apr-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
1-May-37	Sat	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
1-May-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
2-May-37	Sun	riot	communists	anarchists	Republican groups fight among themselves	Spain	Barcelona	Barcelona		0	0	0	0	30001	0	200	100	0	0	0	Fraser			
2-May-37	Sun	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
2-May-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
3-May-37	Mon	riot	communists	anarchists	fight over control of the telephone exchange	Spain	Barcelona	Barcelona		0	0	0	0	3001	0	200	100	0	0	0	Jackson			
3-May-37	Mon	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
3-May-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
4-May-37	Tue	riot	communists	anarchists	fight over control of the telephone exchange	Spain	Barcelona	Barcelona		0	0	0	0	3001	0	200	100	0	0	0	Jackson			
4-May-37	Tue	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
4-May-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
5-May-37	Wed	riot	communists	anarchists	fight over control of the telephone exchange	Spain	Barcelona	Barcelona		0	0	0	0	3001	0	200	100	0	0	0	Jackson			
5-May-37	Wed	riot	communists	anarchists	shoot dead militants with firing squads	Spain	Barcelona	Barcelona		0	0	0	0	3001	0	0	100	0	0	0	Fraser			
5-May-37	Wed	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
5-May-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
6-May-37	Thu	riot	communists	anarchists	fight over control of the telephone exchange	Spain	Barcelona	Barcelona		0	0	0	0	3001	0	200	100	0	0	0	Jackson			
6-May-37	Thu	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
6-May-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
7-May-37	Fri	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
7-May-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
8-May-37	Sat	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
8-May-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
9-May-37	Sun	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
9-May-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
10-May-37	Mon	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
10-May-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
11-May-37	Tue	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
11-May-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
12-May-37	Wed	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
12-May-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
13-May-37	Thu	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
13-May-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
14-May-37	Fri	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
14-May-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
15-May-37	Sat	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
15-May-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
16-May-37	Sun	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
16-May-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
17-May-37	Mon	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
17-May-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
18-May-37	Tue	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
18-May-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
18-May-37	Tue	murder	Nationalists	priest	"priest crosses siege line to negotiate, but is shot dead"	Spain	Amorebieta			30001	0	0	0	1	1	0	1	0	0	0	Jackson			
19-May-37	Wed	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
19-May-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
20-May-37	Thu	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
20-May-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
21-May-37	Fri	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
21-May-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
21-May-37	Fri	strafing	Nationalists	Republicans	Nationalist planes strafe Bilbao	Spain	Bilbao	Bilbao		101	0	0	0	10000	0	8	3	0	8	3	New York Times	5/22/1937		
22-May-37	Sat	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
22-May-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
23-May-37	Sun	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
23-May-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
24-May-37	Mon	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
24-May-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
25-May-37	Tue	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
25-May-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
26-May-37	Wed	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
26-May-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
27-May-37	Thu	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
27-May-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
28-May-37	Fri	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
28-May-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
29-May-37	Sat	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
29-May-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
29-May-37	Sat	bombing	Republicans	Deutschland	bomb German warship	Spain	Golfo de Almeria	Golfo de Almeria		301	0	0	0	101	0	0	0	0	0	0	Jackson			
30-May-37	Sun	battle	Republicans	Nationalists	Communists try to relieve Basque front	Spain	Segovia	Segovia		15000	0	31	8	12000	0	31	8	0	0	0	Beevor			
30-May-37	Sun	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
30-May-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
31-May-37	Mon	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
31-May-37	Mon	shelling	Deutschland	Republicans	shells city 2 days after Republicans bombed ship	Spain	Almeria	Almeria		301	0	0	0	15000	0	8	3	0	0	0	Jackson			
31-May-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
1-Jun-37	Tue	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
1-Jun-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
1-Jun-37	Tue	bombing	German air force	Basques	bomb & strafe trenches	Spain	Bilbao	Bilbao		101	0	0	0	15000	0	8	3	0	0	0	Jackson			
1-Jun-37	Tue	shelling	Deutschland	Republicans	shells city after Republicans bombed ship	Spain	Almeria	Almeria		301	0	0	0	15000	0	8	3	0	0	0	Pettifer			
2-Jun-37	Wed	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
2-Jun-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
2-Jun-37	Wed	bombing	German air force	Basques	bomb & strafe trenches	Spain	Bilbao	Bilbao		101	0	0	0	15000	0	8	3	0	0	0	Jackson			
2-Jun-37	Wed	shelling	Deutschland	Republicans	shells city after Republicans bombed ship	Spain	Almeria	Almeria		301	0	0	0	15000	0	8	3	0	0	0	Pettifer			
3-Jun-37	Thu	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
3-Jun-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
3-Jun-37	Thu	bombing	German air force	Basques	bomb & strafe trenches	Spain	Bilbao	Bilbao		101	0	0	0	15000	0	8	3	0	0	0	Jackson			
3-Jun-37	Thu	air crash	Nationalists	Republicans	General Mola dies in air crash	Spain	Vitoria	Vitoria		6	0	0	6	0	0	0	0	0	0	0	Cardozo			
3-Jun-37	Thu	shelling	Deutschland	Republicans	shells city after Republicans bombed ship	Spain	Almeria	Almeria		301	0	0	0	15000	0	8	3	0	0	0	Pettifer			
4-Jun-37	Fri	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
4-Jun-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
4-Jun-37	Fri	bombing	German air force	Basques	bomb & strafe trenches	Spain	Bilbao	Bilbao		101	0	0	0	15000	0	8	3	0	0	0	Jackson			
5-Jun-37	Sat	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
5-Jun-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
6-Jun-37	Sun	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
6-Jun-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
7-Jun-37	Mon	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
7-Jun-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
8-Jun-37	Tue	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
8-Jun-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
9-Jun-37	Wed	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
9-Jun-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
10-Jun-37	Thu	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
10-Jun-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
11-Jun-37	Fri	siege	Nationalists	Basques	Nationalists form & tighten ring around city	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Jackson			
11-Jun-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
12-Jun-37	Sat	attack	Nationalists	Basques	pierce the defensive ring about the city	Spain	Bilbao	Bilbao		30001	0	8	3	15000	0	301	101	0	0	0	Jackson			
12-Jun-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
13-Jun-37	Sun	attack	Nationalists	Basques	pierce the defensive ring about the city	Spain	Bilbao	Bilbao		30001	0	8	3	15000	0	301	101	0	0	0	Jackson			
13-Jun-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
14-Jun-37	Mon	attack	Nationalists	Basques	pierce the defensive ring about the city	Spain	Bilbao	Bilbao		30001	0	8	3	15000	0	301	101	0	0	0	Jackson			
14-Jun-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
15-Jun-37	Tue	attack	Nationalists	Basques	pierce the defensive ring about the city	Spain	Bilbao	Bilbao		30001	0	8	3	15000	0	301	101	0	0	0	Jackson			
15-Jun-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
15-Jun-37	Tue	shelling	Nationalists	Basques	persistent shelling of Bilbao	Spain	Bilbao	Bilbao		26000	0	0	0	15000	0	3	1	0	0	0	New York Times	6/23/1937		
16-Jun-37	Wed	attack	Nationalists	Basques	pierce the defensive ring about the city	Spain	Bilbao	Bilbao		30001	0	8	3	15000	0	301	101	0	0	0	Jackson			
16-Jun-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
16-Jun-37	Wed	arrest	communists	socialists	arrest Andreu Nin & others	Spain	Madrid			0	0	0	0	101	41	0	0	0	0	0	Fraser			
16-Jun-37	Wed	shelling	Nationalists	Basques	persistent shelling of Bilbao	Spain	Bilbao	Bilbao		26000	0	0	0	15000	0	3	1	0	0	0	New York Times	6/23/1937		
17-Jun-37	Thu	attack	Nationalists	Basques	pierce the defensive ring about the city	Spain	Bilbao	Bilbao		30001	0	8	3	15000	0	301	101	0	0	0	Jackson			
17-Jun-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
17-Jun-37	Thu	shelling	Nationalists	Basques	persistent shelling of Bilbao	Spain	Bilbao	Bilbao		26000	0	0	0	15000	0	3	1	0	0	0	New York Times	6/23/1937		
18-Jun-37	Fri	attack	Nationalists	Basques	pierce the defensive ring about the city	Spain	Bilbao	Bilbao		30001	0	8	3	15000	0	301	101	0	0	0	Jackson			
18-Jun-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
18-Jun-37	Fri	release	Republicans	prisoners	release 900 right-wing prisoners to the Nationalists	Spain	Bilbao	Bilbao		30001	0	0	0	15000	0	0	0	0	0	0	Fraser			
18-Jun-37	Fri	shelling	Nationalists	Basques	persistent shelling of Bilbao	Spain	Bilbao	Bilbao		26000	0	0	0	15000	0	3	1	0	0	0	New York Times	6/23/1937		
19-Jun-37	Sat	attack	Nationalists	Basques	Basques flee	Spain	Bilbao	Bilbao		30001	0	8	3	15000	0	301	101	0	0	0	Jackson			
19-Jun-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
19-Jun-37	Sat	shelling	Nationalists	Basques	persistent shelling of Bilbao	Spain	Bilbao	Bilbao		26000	0	0	0	15000	0	3	1	0	0	0	New York Times	6/23/1937		
20-Jun-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
21-Jun-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
21-Jun-37	Mon	battle	Basques	Nationalists	Basques dig in west of Bilbao	Spain	Baracaldo	Alonsotegul		26000	0	0	0	3001	0	3	1	0	0	0	New York Times	6/22/1937		
22-Jun-37	Tue	murder	communists	socialist	Andreu Nin shot dead	Spain	Alacala de Henares			0	0	0	0	31	0	0	1	0	0	0	Fraser			
22-Jun-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
22-Jun-37	Tue	move west	Nationalists	Basques	move toward Santander	Spain	Valmaseda			26000	0	0	0	0	0	0	0	0	0	0	Times (London)	6/23/1937		
23-Jun-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
24-Jun-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
25-Jun-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
26-Jun-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
27-Jun-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
28-Jun-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
29-Jun-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
30-Jun-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
1-Jul-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
2-Jul-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
3-Jul-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
4-Jul-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
5-Jul-37	Mon	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
6-Jul-37	Tue	attack	Republicans	Nationalists	offensive against a Nationalist area	Spain	Brunete	Brunete		3001	0	101	31	50000	0	101	301	0	0	0	Jackson			
6-Jul-37	Tue	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
7-Jul-37	Wed	attack	Republicans	Nationalists	offensive against a Nationalist area	Spain	Brunete	Brunete		3001	0	101	31	49000	0	101	31	0	0	0	Jackson			
7-Jul-37	Wed	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
8-Jul-37	Thu	battle	Republicans	Nationalists	Nationalists move up troops & artillery	Spain	Brunete	Brunete		35000	0	301	101	48000	0	301	301	0	0	0	Jackson			
8-Jul-37	Thu	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
9-Jul-37	Fri	battle	Republicans	Nationalists	Nationalists move up troops & artillery	Spain	Brunete	Brunete		35000	0	301	101	47000	0	1001	10001	0	0	0	Jackson			
9-Jul-37	Fri	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
10-Jul-37	Sat	battle	Republicans	Nationalists	Nationalists move up troops & artillery	Spain	Brunete	Brunete		35000	0	301	101	46000	0	1001	10001	0	0	0	Jackson			
10-Jul-37	Sat	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
11-Jul-37	Sun	battle	Republicans	Nationalists	Nationalists move up troops & artillery	Spain	Brunete	Brunete		35000	0	301	101	45000	0	1001	10001	0	0	0	Jackson			
11-Jul-37	Sun	siege	Republicans	Nationalists	Republicans retain siege on city	Spain	Oviedo	Oviedo		26000	0	13	11	10000	0	0	0	0	0	0	"Fraser, Esenwein"			
12-Jul-37	Mon	battle	Republicans	Nationalists	Nationalists move up troops & artillery	Spain	Brunete	Brunete		35000	0	301	101	44000	0	1001	10001	0	0	0	Jackson			
