Date	Year	Action	Actor	Target	Agent	Event	Country	Location	Issue	Time/duration	Spartans/allies	Spartans captured	Spartans wounded	Spartans killed	Athenians/allies	Athenians captured	Athenians wounded	Athenians killed	Source	no event	Notes	Sources
27-Jun	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4900	0	3	1	Thucydides			
27-Jun	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2411	0	1	1	Panagopoulos			
28-Jun	-429	sail	Athens	Sparta		sail to Leucas	Greece	Leucas	civil war		0	0	0	0	2300	0	0	0	Thucydides			
28-Jun	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
28-Jun	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4900	0	3	1	Thucydides			
28-Jun	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2410	0	1	1	Panagopoulos			
29-Jun	-429	sail	Athens	Sparta		sail to Leucas	Greece	Leucas	civil war		0	0	0	0	2300	0	0	0	Thucydides			
29-Jun	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
29-Jun	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4900	0	3	1	Thucydides			
29-Jun	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2409	0	1	1	Panagopoulos			
30-Jun	-429	attack	Sparta	Athens		attack Athenian fleet	Greece	Nericus	civil war		4000	0	8	3	2300	0	101	31	Thucydides			
30-Jun	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
30-Jun	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4900	0	3	1	Thucydides			
30-Jun	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2408	0	1	1	Panagopoulos			
1-Jul	-429	attack	Sparta	Athens		attack Athenian fleet	Greece	Nericus	civil war		4000	0	8	3	2300	0	101	31	Thucydides			
1-Jul	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
1-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	5000	0	3	1	Thucydides			
1-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2407	0	1	1	Panagopoulos			
2-Jul	-429	sail	Athens	Sparta		fleet returns to Athens	Greece	Athens	civil war		0	0	0	0	2100	0	0	0	Thucydides			
2-Jul	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
2-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	5000	0	3	1	Thucydides			
2-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2406	0	1	1	Panagopoulos			
3-Jul	-429	sail	Athens	Sparta		fleet returns to Athens	Greece	Athens	civil war		0	0	0	0	2100	0	0	0	Thucydides			
3-Jul	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
3-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	5000	0	3	1	Thucydides			
3-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2405	0	1	1	Panagopoulos			
4-Jul	-429	sail	Athens	Sparta		fleet returns to Athens	Greece	Athens	civil war		0	0	0	0	2100	0	0	0	Thucydides			
4-Jul	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
4-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	5000	0	3	1	Thucydides			
4-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2404	0	1	1	Panagopoulos			
5-Jul	-429	attack	Mytilenean	Athens		erstwhile allies attack Athenian forces	Greece	Lesbos	civil war		5000	0	31	8	4000	0	31	8	Kagan			
5-Jul	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
5-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	5000	0	3	1	Thucydides			
5-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2403	0	1	1	Panagopoulos			
6-Jul	-429	attack	Mytilenean	Athens		erstwhile allies attack Athenian forces	Greece	Lesbos	civil war		5000	0	31	8	4000	0	31	8	Kagan			
6-Jul	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
6-Jul	-429	battle	Mytilenean	Antissians		Antissians defeat force of Mytileneans	Greece	Antissa	civil war		3000	0	101	31	5000	0	8	3	Thucydides			
6-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	5000	0	3	1	Thucydides			
6-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2402	0	1	1	Panagopoulos			
7-Jul	-429	besiege	Athens	Potidaea		siege of Potidaea	Greece	Potidaea	civil war		3000	0	3	1	3000	0	0	0	Thucydides			
7-Jul	-429	battle	Mytilenean	Antissians		Antissians defeat force of Mytileneans	Greece	Antissa	civil war		3000	0	101	31	5000	0	8	3	Thucydides			
7-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4900	0	3	1	Thucydides			
7-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2401	0	1	1	Panagopoulos			
8-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2397	0	3	1	Thucydides			
8-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2400	0	1	1	Panagopoulos			
9-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2396	0	3	1	Thucydides			
9-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2399	0	1	1	Panagopoulos			
10-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2395	0	3	1	Thucydides			
10-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2398	0	1	1	Panagopoulos			
11-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2394	0	3	1	Thucydides			
11-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2397	0	1	1	Panagopoulos			
12-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2393	0	3	1	Thucydides			
12-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2396	0	1	1	Panagopoulos			
13-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2392	0	3	1	Thucydides			
13-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2395	0	1	1	Panagopoulos			
14-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2391	0	3	1	Thucydides			
14-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2394	0	1	1	Panagopoulos			
15-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2390	0	3	1	Thucydides			
15-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2393	0	1	1	Panagopoulos			
16-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2389	0	3	1	Thucydides			
16-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2392	0	1	1	Panagopoulos			
17-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2388	0	3	1	Thucydides			
17-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2391	0	1	1	Panagopoulos			
18-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2387	0	3	1	Thucydides			
18-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2390	0	1	1	Panagopoulos			
19-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2386	0	3	1	Thucydides			
19-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2389	0	1	1	Panagopoulos			
20-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2385	0	3	1	Thucydides			
20-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2388	0	1	1	Panagopoulos			
21-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2384	0	3	1	Thucydides			
21-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2387	0	1	1	Panagopoulos			
22-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2383	0	3	1	Thucydides			
22-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2386	0	1	1	Panagopoulos			
23-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2382	0	3	1	Thucydides			
23-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2385	0	1	1	Panagopoulos			
24-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2381	0	3	1	Thucydides			
24-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2384	0	1	1	Panagopoulos			
25-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2380	0	3	1	Thucydides			
25-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2383	0	1	1	Panagopoulos			
26-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2379	0	3	1	Thucydides			
26-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2382	0	1	1	Panagopoulos			
27-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2378	0	3	1	Thucydides			
27-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2381	0	1	1	Panagopoulos			
28-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2377	0	3	1	Thucydides			
28-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2380	0	1	1	Panagopoulos			
29-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2376	0	3	1	Thucydides			
29-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2379	0	1	1	Panagopoulos			
30-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2375	0	3	1	Thucydides			
30-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2378	0	1	1	Panagopoulos			
31-Jul	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2374	0	3	1	Thucydides			
31-Jul	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2377	0	1	1	Panagopoulos			
1-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2373	0	3	1	Thucydides			
1-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2376	0	1	1	Panagopoulos			
2-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2372	0	3	1	Thucydides			
2-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2375	0	1	1	Panagopoulos			
3-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2371	0	3	1	Thucydides			
3-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2374	0	1	1	Panagopoulos			
4-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2370	0	3	1	Thucydides			
4-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2373	0	1	1	Panagopoulos			
5-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2369	0	3	1	Thucydides			
5-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2372	0	1	1	Panagopoulos			
6-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2368	0	3	1	Thucydides			
6-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2371	0	1	1	Panagopoulos			
7-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2367	0	3	1	Thucydides			
7-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2370	0	1	1	Panagopoulos			
8-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2366	0	3	1	Thucydides			
8-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2369	0	1	1	Panagopoulos			
9-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2365	0	3	1	Thucydides			
9-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2368	0	1	1	Panagopoulos			
10-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2364	0	3	1	Thucydides			
10-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2367	0	1	1	Panagopoulos			
11-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2363	0	3	1	Thucydides			
11-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2366	0	1	1	Panagopoulos			
12-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2362	0	3	1	Thucydides			
12-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2365	0	1	1	Panagopoulos			
13-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2361	0	3	1	Thucydides			
13-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2364	0	1	1	Panagopoulos			
14-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2360	0	3	1	Thucydides			
14-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2363	0	1	1	Panagopoulos			
15-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2359	0	3	1	Thucydides			
15-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2362	0	1	1	Panagopoulos			
16-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2358	0	3	1	Thucydides			
16-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2361	0	1	1	Panagopoulos			
17-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2357	0	3	1	Thucydides			
17-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2360	0	1	1	Panagopoulos			
18-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2356	0	3	1	Thucydides			
18-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2359	0	1	1	Panagopoulos			
19-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2355	0	3	1	Thucydides			
19-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2358	0	1	1	Panagopoulos			
20-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2354	0	3	1	Thucydides			
20-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2357	0	1	1	Panagopoulos			
21-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2353	0	3	1	Thucydides			
21-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2356	0	1	1	Panagopoulos			
22-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2352	0	3	1	Thucydides			
22-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2355	0	1	1	Panagopoulos			
23-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2351	0	3	1	Thucydides			
23-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2354	0	1	1	Panagopoulos			
24-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2350	0	3	1	Thucydides			
24-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2353	0	1	1	Panagopoulos			
25-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2349	0	3	1	Thucydides			
25-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2352	0	1	1	Panagopoulos			
26-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2348	0	3	1	Thucydides			
26-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2351	0	1	1	Panagopoulos			
27-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2347	0	3	1	Thucydides			
27-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2350	0	1	1	Panagopoulos			
28-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2346	0	3	1	Thucydides			
28-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2349	0	1	1	Panagopoulos			
29-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2345	0	3	1	Thucydides			
29-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2348	0	1	1	Panagopoulos			
30-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2344	0	3	1	Thucydides			
30-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2347	0	1	1	Panagopoulos			
31-Aug	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2343	0	3	1	Thucydides			
31-Aug	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2346	0	1	1	Panagopoulos			
1-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2342	0	3	1	Thucydides			
1-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
1-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2345	0	1	1	Panagopoulos			
2-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4672	0	3	1	Thucydides			
2-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
2-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2344	0	1	1	Panagopoulos			
3-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4668	0	3	1	Thucydides			
3-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
3-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2343	0	1	1	Panagopoulos			
4-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4664	0	3	1	Thucydides			
4-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
4-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2342	0	1	1	Panagopoulos			
5-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4660	0	3	1	Thucydides			
5-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
5-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2341	0	1	1	Panagopoulos			
6-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4656	0	3	1	Thucydides			
6-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
6-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2340	0	1	1	Panagopoulos			
7-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4652	0	3	1	Thucydides			
7-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
7-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2339	0	1	1	Panagopoulos			
8-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4648	0	3	1	Thucydides			
8-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
8-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2338	0	1	1	Panagopoulos			
9-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4644	0	3	1	Thucydides			
9-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
9-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2337	0	1	1	Panagopoulos			
10-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4640	0	3	1	Thucydides			
10-Sep	-429	construct	Athens	Mitylenians		build wall around city	Greece	Mitylene	civil war		5000	0	0	0	1000	0	0	0	Thucydides			
10-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2336	0	1	1	Panagopoulos			
11-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4636	0	3	1	Thucydides			
11-Sep	-429	battle	Carians	Athens		Athenians seeking funds attacked & slain	Greece	Caria	civil war		4000	0	3	1	500	0	101	31	Thucydides			
11-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2335	0	1	1	Panagopoulos			
12-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4632	0	3	1	Thucydides			
12-Sep	-429	battle	Carians	Athens		Athenians seeking funds attacked & slain	Greece	Caria	civil war		4000	0	3	1	500	0	101	31	Thucydides			
12-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2334	0	1	1	Panagopoulos			
13-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	4628	0	3	1	Thucydides			
13-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2333	0	1	1	Panagopoulos			
14-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2329	0	3	1	Thucydides			
14-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2332	0	1	1	Panagopoulos			
15-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2328	0	3	1	Thucydides			
15-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2331	0	1	1	Panagopoulos			
16-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2327	0	3	1	Thucydides			
16-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2330	0	1	1	Panagopoulos			
17-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2326	0	3	1	Thucydides			
17-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2329	0	1	1	Panagopoulos			
18-Sep	-429	besiege	Sparta	Plataeans		siege of Plataea	Greece	Plataea	civil war		5000	0	0	0	2325	0	3	1	Thucydides			
18-Sep	-429	besiege	Sparta	Plateans		maintain siege	Greece	Platea	civil war		301	0	0	0	2328	0	1	1	Panagopoulos			
