Date	Day	Action	Actor	Target	Event	Country	Location	Issue	Linkdate	Time	Anti-treaty	Anti-treaty captured	Anti-treaty injured	Anti-treaty killed	Pro-treaty	Pro-treaty captured	Pro-treaty injured	Pro-treaty killed	Source	No event found		List of Sources
16-Jul-22	Sun	attack	anti-treaty	pro-treaty	"attack state garrison, but achieve liile"	Ireland	Manorhamilton	treaty		3:00	201	0	3	0	301	0	3	0	Neeson			
16-Jul-22	Sun	battle	anti-treaty	pro-treaty	anti-treaty attack ends up in their capture by pro-treaty troops	Ireland	Littleton	treaty			201	190	0	0	301	0	0	0	Neeson			
16-Jul-22	Sun	skirmish	pro-treaty	anti-treaty	small firefight with dug-in anti-treaty forces	Ireland	Killaloe	treaty			40	0	0	0	301	0	0	0	Younger			
16-Jul-22	Sun	battle	pro-treaty	anti-treaty	battle of Limerick	Ireland	Limerick	treaty			280	0	3	1	798	0	3	1	Neeson			
16-Jul-22	Sun	capture	anti-treaty	pro-treaty	pro-treaty troops take Aiken's regiment at dawn	Ireland	Dundalk	treaty		4:30-6:00	300	298	0	2	301	0	0	0	Neeson			
16-Jul-22	Sun	occupation	pro-treaty	anti-treaty	"expecting a fight, find all anti-treaty forces fled"	Ireland	Templemore	treaty			0	0	0	0	301	0	0	0	Younger			
17-Jul-22	Mon	battle	pro-treaty	anti-treaty	battle of Limerick	Ireland	Limerick	treaty			279	0	3	1	797	0	3	1	Neeson			
17-Jul-22	Mon	battle	pro-treaty	anti-treaty	state troops meet anti-treaty forces on the way to Gort	Ireland	Gort	treaty			201	0	31	8	301	0	8	3	Neeson			
17-Jul-22	Mon	capture	anti-treaty	pro-treaty	anti-treaty take advance scouting party of pro-treaty troops	Ireland	Sligo	treaty			201	0	0	0	3	3	0	0	Younger			
18-Jul-22	Tue	attack	pro-treaty	anti-treaty	move into anti-treaty Waterford	Ireland	Waterford	treaty		18:45-22:00	201	0	3	1	401	0	3	1	Neeson			
18-Jul-22	Tue	battle	pro-treaty	anti-treaty	battle of Limerick	Ireland	Limerick	treaty			278	0	31	8	796	0	31	10	Neeson			
19-Jul-22	Wed	battle	pro-treaty	anti-treaty	squad moves in to clear barracks	Ireland	Limerick	treaty		20:00	205	10	8	3	12	0	3	0	Neeson			
19-Jul-22	Wed	shelling	pro-treaty	anti-treaty	artillery brought in to drive out the anti-treaty troops	Ireland	Limerick	treaty		8:00-20:00	277	0	3	1	796	0	0	0	Neeson			
19-Jul-22	Wed	occupation	pro-treaty	anti-treaty	small group of pro-treaty troops boat over river to establish post	Ireland	Waterford	treaty		21:00	0	0	0	0	100	0	0	0	Younger			
19-Jul-22	Wed	shelling	pro-treaty	anti-treaty	artillery brought in to drive out the anti-treaty troops	Ireland	Waterford	treaty		8:00-20:00	200	0	3	1	400	0	0	0	Neeson			
20-Jul-22	Thu	battle	anti-treaty	pro-treaty	anti-treaty troops attack a platoon of pro-treaty troops by mistake	Ireland	Mullinavat	treaty			101	0	0	0	31	25	3	1	Neeson			
20-Jul-22	Thu	battle	pro-treaty	anti-treaty	battle of Omara's bacon factory	Ireland	Limerick	treaty			201	0	31	8	301	0	31	8	Neeson			
20-Jul-22	Thu	battle	pro-treaty	anti-treaty	invade the city	Ireland	Waterford	treaty		21:00	199	12	8	3	400	0	0	0	Neeson			
20-Jul-22	Thu	escape	anti-treaty	pro-treaty	anti-treaty troops flee city	Ireland	Limerick	treaty			250	0	0	0	301	0	0	0	Neeson			
20-Jul-22	Thu	shelling	pro-treaty	anti-treaty	artillery brought in to drive out the anti-treaty troops	Ireland	Limerick	treaty		8:00-20:00	277	0	3	1	796	0	0	0	Neeson			
21-Jul-22	Fri	battle	pro-treaty	anti-treaty	shelling & invading troops drive out anti-treaty forces	Ireland	Waterford	treaty			191	0	8	3	400	0	8	4	Neeson			
21-Jul-22	Fri	deployment	pro-treaty	anti-treaty	more troops sent to stabilize Sligo	Ireland	Sligo	treaty			101	0		0	301	0	0	0	Younger			
22-Jul-22	Sat	attack	anti-treaty	pro-treaty	try to penetrate prison & free prisoners	Ireland	Dundalk	treaty			201	0	3	1	501	0	3	0	Neeson			
22-Jul-22	Sat	battle	pro-treaty	anti-treaty	anti-treaty troops take a ferry; pro-treaty forces try to retake it	Ireland	Sligo	treaty			101	0	0	0	101	0	0	0	Younger			
23-Jul-22	Sun	battle	pro-treaty	anti-treaty	battle in Limerick	Ireland	Kilmallock	treaty		21:00-11:59	301	0	8	3	501	38	8	3	Neeson			
23-Jul-22	Sun	occupation	pro-treaty	anti-treaty	troops walk into Waterford & take city	Ireland	Waterford	treaty			31	2	0	0	400	0	0	0	Deasy			
24-Jul-22	Mon	battle	anti-treaty	pro-treaty	battle in Limerick	Ireland	Bruff	treaty			201	0	3	1	301	38	8	4	Neeson			
24-Jul-22	Mon	battle	pro-treaty	anti-treaty	battle in Limerick	Ireland	Thomastown	treaty			298	0	8	3	493	0	8	3	Neeson			
24-Jul-22	Mon	march	pro-treaty	anti-treaty	march to Castlebar	Ireland	Castlebar	treaty			31	2	3	0	501	0	0	0	Neeson			
24-Jul-22	Mon	attack	anti-treaty	pro-treaty	"anti-treaty troops attack a prisoner train, but fail to free captives"	Ireland	Killurin	treaty			101	0	0	0	301	0	8	3	Younger			
25-Jul-22	Tue	battle	pro-treaty	anti-treaty	battle in Limerick	Ireland	Bulgaden	treaty			301	0	8	3	501	0	8	3	Neeson			
25-Jul-22	Tue	occupation	pro-treaty	anti-treaty	enter Castlebar without resistance	Ireland	Castlebar	treaty			0	0	0	0	501	0	0	0	Neeson			
25-Jul-22	Tue	battle	pro-treaty	anti-treaty	battle west of Waterford	Ireland	Dungarvan	treaty			101	0	8	3	400	0	3	1	Deasy			
26-Jul-22	Wed	battle	pro-treaty	anti-treaty	fight for control of Donegal	Ireland	Donegal	treaty			201	0	8	3	501	0	3	0	Neeson			
26-Jul-22	Wed	battle	pro-treaty	anti-treaty	pro-treaty forces take back Bruff	Ireland	Bruff	treaty			301	0	31	8	401	0	8	3	Neeson			
26-Jul-22	Wed	kidnap	anti-treaty	pro-treaty	kidnap pro-treaty General O'Connell	Ireland	Dublin	treaty			3	0	0	0	1	1	0	0	Younger			
27-Jul-22	Thu	attack	anti-treaty	pro-treaty	penetrate prison & free 100 prisoners	Ireland	Dundalk	treaty		19:01	201	0	0	0	501	300	0	0	Neeson			
27-Jul-22	Thu	battle	pro-treaty	anti-treaty	battle in Limerick	Ireland	Ballygubba Cross	treaty			301	0	8	3	501	0	8	3	Neeson			
27-Jul-22	Thu	battle	pro-treaty	anti-treaty	fight for control of Donegal	Ireland	Donegal	treaty			201	0	8	3	501	0	3	0	Neeson			
28-Jul-22	Fri	battle	anti-treaty	pro-treaty	"anti-treaty troops attack, but are driven back"	Ireland	Golden	treaty			301	26	8	3	301	0	0	0	Neeson			
28-Jul-22	Fri	battle	pro-treaty	anti-treaty	battle in Limerick	Ireland	Ballygubba Cross	treaty			298	0	8	3	498	0	8	3	Neeson			
28-Jul-22	Fri	occupation	pro-treaty	anti-treaty	enter Ballina without resistance	Ireland	Ballina	treaty			0	0	0	0	501	0	0	0	Neeson			
28-Jul-22	Fri	battle	anti-treaty	pro-treaty	anti-treaty forces capture pro-treaty barracks	Ireland	Cahirconlish	treaty			101	0	0	0	101	30	3	0	Deasy			
29-Jul-22	Sat	battle	pro-treaty	anti-treaty	battle in Limerick	Ireland	Ballygubba Cross	treaty			295	0	8	3	495	0	8	3	Neeson			
29-Jul-22	Sat	battle	pro-treaty	anti-treaty	pro-treaty forces attack Tipperary	Ireland	Tipperary	treaty		5:00-20:00	301	31	31	8	301	0	8	3	Neeson			
30-Jul-22	Sun	battle	pro-treaty	anti-treaty	pro-treaty forces launch attack on Kilmallock	Ireland	Bruree	treaty		18:00-23:00	301	0	8	3	501	0	8	3	Neeson			
30-Jul-22	Sun	battle	pro-treaty	anti-treaty	pro-treaty forces take Tipperary	Ireland	Tipperary	treaty		8:00-12:00	293	31	8	3	298	0	0	0	Neeson			
30-Jul-22	Sun	battle	pro-treaty	anti-treaty	pro-treaty forces begin foray toward Carrick-onpSuir	Ireland	Ninemilehouse			5:00-15:00	101	0	3	1	150	0	0	0	Younger			
31-Jul-22	Mon	march	pro-treaty	anti-treaty	march to Carrick	Ireland	Carrick-on-Suir	treaty			0	0	0	0	500	0	0	0	Neeson			
31-Jul-22	Mon	shooting	pro-treaty	anti-treaty	anti-treaty leader shot dead	Ireland	Skerries	treaty			1	0	0	1	8	0	0	0	Neeson			
1-Aug-22	Tue	battle	pro-treaty	anti-treaty	fire fights emerge in evening	Ireland	Carrickon-Suir	treaty		19:00	301	0	3	1	500	0	3	1	Neeson			
1-Aug-22	Tue	sail	pro-treaty	anti-treaty	sail from Dublin to Fenit	Ireland	Fenit	treaty			0	0	0	0	301	0	0	0	Neeson			
2-Aug-22	Wed	battle	anti-treaty	pro-treaty	anti-treaty assault broken by artillery & machine guns	Ireland	Carrickon-Suir	treaty			300	0	31	10	499	0	3	0	Neeson			
2-Aug-22	Wed	battle	anti-treaty	pro-treaty	counter-attack on Bruree	Ireland	Bruree	treaty			301	0	31	8	501	0	8	3	Neeson			
2-Aug-22	Wed	battle	anti-treaty	pro-treaty	irregulars capture Patrickswell	Ireland	Patrickswell	treaty		2:00	101	0	0	0	31	0	3	1	Neeson			
2-Aug-22	Wed	battle	pro-treaty	anti-treaty	"landing at Fenit, fight their way toward Tralee"	Ireland	Fenit	treaty			31	6	1	1	301	0	2	0	Neeson			
2-Aug-22	Wed	shelling	pro-treaty	anti-treaty	artillery brought in to drive out the anti-treaty troops	Ireland	Carrickon-Suir	treaty			300	0	8	3	499	0	0	0	Neeson			
2-Aug-22	Wed	statement	women's groups	soldiers	propose a cease-fire & political solution	Ireland	Cork	civil war			31	0	0	0	31	0	0	0	Neeson			
2-Aug-22	Wed	battle	pro-treaty	anti-treaty	armored cars battle in front of Kilmallock	Ireland	Kilmallock	treaty			101	9	0	0	301	0	0	0	Younger			
3-Aug-22	Thu	battle	anti-treaty	pro-treaty	counter-attack on Bruree	Ireland	Bruree	treaty			293	0	31	8	498	0	8	3	Neeson			
3-Aug-22	Thu	battle	pro-treaty	anti-treaty	fight down coastal road	Ireland	Boherbee	treaty			101	0	0	0	151	0	0	0	Neeson			
3-Aug-22	Thu	battle	pro-treaty	anti-treaty	fight to Tralee; anti-treaty forces kill 2 Red Cross volunteers	Ireland	Tralee	treaty		12:00-20:00	44	0	3	3	151	0	1	0	Neeson			
3-Aug-22	Thu	occupation	pro-treaty	anti-treaty	pro-treaty forces move into north Kerry	Ireland	Tarbert	treaty			0	0	0	0	151	0	0	0	Neeson			
4-Aug-22	Fri	battle	pro-treaty	anti-treaty	drive futher into north Kerry	Ireland	Listowel	treaty			31	6	0	0	151	0	0	0	Neeson			
4-Aug-22	Fri	battle	pro-treaty	anti-treaty	move toward Kilmallock	Ireland	Kilmallock	treaty			301	0	31	8	2000	0	3	0	Neeson			
4-Aug-22	Fri	attack	anti-treaty	pro-treaty	commando attack on Ulster Bank	Ireland	Sligo	treaty			101	0	0	0	31	31	0	0	Younger			
5-Aug-22	Sat	occupation	pro-treaty	anti-treaty	anti-treaty troops flee; pro-treaty forces occupy city	Ireland	Kilmallock	treaty		6:00-16:00	31	0	0	0	2000	0	0	0	Neeson			
5-Aug-22	Sat	arrest	anti-treaty	pro-treaty	find plan to isolate Dublin; arrest many anti-treaty soldiers	Ireland	Dublin	treaty			200	200	0	0	1000	0	0	0	Younger			
6-Aug-22	Sun	skirmish	pro-treaty	anti-treaty	small firefights as pro-treaty forces move toward Clonmel	Ireland	Redmodstown	treaty			101	0	0	0	150	0	0	1	Younger			
7-Aug-22	Mon	sail	pro-treaty	anti-treaty	sail from Dublin to Cork	Ireland	Cork	treaty			0	0	0	0	401	0	0	0	Neeson			
7-Aug-22	Mon	occupation	pro-treaty	anti-treaty	anti-treaty forces flee	Ireland	Macroom	treaty			0	0	0	0	301	0	0	0	Younger			
8-Aug-22	Tue	march	pro-treaty	anti-treaty	march to Clonmel	Ireland	Clonmel	treaty			31	2	0	0	503	0	0	0	Neeson			
8-Aug-22	Tue	sail	pro-treaty	anti-treaty	sail into Cork harbor	Ireland	Cork	treaty		23:00	301	0	0	0	401	0	0	1	Neeson			
9-Aug-22	Wed	battle	pro-treaty	anti-treaty	all day battle for Cork	Ireland	Cork	treaty		6:00-20:00	301	0	31	8	401	0	31	8	Neeson			
9-Aug-22	Wed	battle	pro-treaty	anti-treaty	heavy fighting around Clonmel	Ireland	Clonmel	treaty		6:00-21:00	301	0	31	8	503	0	31	3	Neeson			
10-Aug-22	Thu	battle	pro-treaty	anti-treaty	heavy fighting around Clonmel; pro-treaty force take town	Ireland	Clonmel	treaty		6:00-23:59	293	0	31	8	500	0	8	3	Neeson			
10-Aug-22	Thu	escape	pro-treaty	anti-treaty	anti-treaty troops use organized evacuation	Ireland	Cork	treaty			293	1	8	1	398	0	3	0	Neeson			
10-Aug-22	Thu	sail	pro-treaty	anti-treaty	sail from Limerick to Kenmare	Ireland	Kenmare	treaty			0	0	0	0	301	0	0	0	Younger			
11-Aug-22	Fri	battle	pro-treaty	anti-treaty	pro-treaty forces drive out anti-treaty troops	Ireland	Kenmare	treaty			101	0	8	3	301	0	3	0	Neeson			
11-Aug-22	Fri	retreat	anti-treaty	pro-treaty	flee & burn barracks	Ireland	Femoy	treaty			201	0	0	0	0	0	0	0	Deasy			
12-Aug-22	Sat	statement	anti-treaty	pro-treaty	De Valera urges both sides to lay down arms	Ireland	Cork	peace			1	0	0	0	0	0	0	0	Neeson			
13-Aug-22	Sun	arrest	anti-treaty	pro-treaty	capture anti-treaty leader with Dublin battle plans	Ireland	Dublin	treaty			1	1	0	0	31	0	0	0	Neeson			
14-Aug-22	Mon	arrest	anti-treaty	pro-treaty	capture anti-treaty troops ready to isolate Dublin	Ireland	Fairview	treaty			42	42	0	0	301	0	0	0	Neeson			
14-Aug-22	Mon	arrest	anti-treaty	pro-treaty	capture anti-treaty troops ready to isolate Dublin	Ireland	Glencullen	treaty			101	101	0	0	301	0	0	0	Neeson			
14-Aug-22	Mon	attack	anti-treaty	pro-treaty	anti-treaty forces take over Dundalk	Ireland	Dundalk	treaty			301	0	3	1	301	290	3	3	Neeson			
14-Aug-22	Mon	arrest	anti-treaty	pro-treaty	"capture Jim Brislane, anti-treaty leader"	Ireland	Liscarroll	treaty			1	1	0	0	101	0	0	0	Deasy			
15-Aug-22	Tue	battle	anti-treaty	pro-treaty	firefights throughout Dublin	Ireland	Dublin	treaty		3:00-8:00	201	0	31	8	501	0	8	3	Neeson			
16-Aug-22	Wed	battle	pro-treaty	anti-treaty	firefight with anti-treaty troops from Dundalk	Ireland	Skreen	treaty			101	0	0	0	201	0	0	0	Neeson			
16-Aug-22	Wed	battle	pro-treaty	anti-treaty	firefight with anti-treaty troops from Dundalk	Ireland	Skreen	treaty			31	0	3	0	151	0	0	0	Neeson			
17-Aug-22	Thu	occupation	pro-treaty	anti-treaty	move west from Waterford & clear out opposition	Ireland	Tramore	treaty			31	0	0	0	301	0	0	0	Neeson			
18-Aug-22	Fri	occupation	pro-treaty	anti-treaty	move west from Waterford & clear out opposition	Ireland	Butlerstown	treaty			31	0	0	0	301	0	0	0	Neeson			
19-Aug-22	Sat	occupation	pro-treaty	anti-treaty	move west from Waterford & clear out opposition	Ireland	Butlerstown	treaty			31	0	0	0	301	0	0	0	Neeson			
20-Aug-22	Sun	ambush	anti-treaty	pro-treaty	kill a pro-treaty commander in a large raid	Ireland	Liscarroll	treaty			101	0	0	0	31	0	3	1	Neeson			
21-Aug-22	Mon	ambush	anti-treaty	pro-treaty	pro-treaty commander O'Duffy ambushed 3 times	Ireland	Kerry	treaty			31	0	0	0	31	0	1	0	Neeson			
22-Aug-22	Tue	battle	anti-treaty	pro-treaty	ambush a pro-treaty platoon; kill Michael Collins	Ireland	Beal na mBlath	treaty		20:30-21:30	23	0	3	0	31	0	3	1	Neeson			
23-Aug-22	Wed	occupation	pro-treaty	anti-treaty	move west from Waterford & clear out opposition	Ireland	Dungarvan	treaty			31	0	0	0	301	0	0	0	Neeson			
23-Aug-22	Wed	occupation	pro-treaty	anti-treaty	move west from Waterford & clear out opposition	Ireland	Kilmacthomas	treaty			31	0	0	0	301	0	0	0	Neeson			
24-Aug-22	Thu																			no event		
25-Aug-22	Fri																			no event		
26-Aug-22	Sat																			no event		
27-Aug-22	Sun																			no event		
28-Aug-22	Mon																			no event		
29-Aug-22	Tue	arson	pro-treaty	anti-treaty	pro-treaty prisoners set furnishing afire to try to escape	Ireland	Maryborough	treaty		15:00	101	0	0	0	101	0	5	0	Younger			
30-Aug-22	Wed																			no event		
31-Aug-22	Thu																			no event		
1-Sep-22	Fri																			no event		
2-Sep-22	Sat																			no event		
3-Sep-22	Sun	assault	anti-treaty	pro-treaty	overpower sentry; raid arsenal for guns	Ireland	Dromahair	treaty			31	0	0	0	31	1	0	0	Younger			
4-Sep-22	Mon																			no event		
5-Sep-22	Tue	ambush	anti-treaty	pro-treaty	use guerrilla tactics	Ireland	Abbeyfeale	treaty			31	0	0	0	101	0	3	1	Neeson			
6-Sep-22	Wed	meeting	anti-treaty	pro-treaty	bishop brings sides together to talk	Ireland	Dublin	civil war			1	0	0	0	1	0	0	0	Neeson			
7-Sep-22	Thu	ambush	anti-treaty	pro-treaty	use guerrilla tactics	Ireland	Kenmare	treaty			31	0	0	0	101	0	3	1	Neeson			
8-Sep-22	Fri	occupation	pro-treaty	anti-treat	land and proceed to Waterville without opposition	Ireland	Waterville	treaty			101	0	0	0	101	0	0	0	Younger			
9-Sep-22	Sat	ambush	anti-treaty	pro-treaty	use guerrilla tactics	Ireland	Tarbert	treaty			70	0	0	0	101	0	3	1	Neeson			
9-Sep-22	Sat	attack	anti-treaty	pro-treaty	mount a frontal attack	Ireland	Kenmare	treaty		7:00-14:00	101	0	3	1	101	31	3	3	Neeson			
9-Sep-22	Sat	battle	pro-treaty	anti-treaty	pro-treaty forces retake Tobercurry	Ireland	Tobercurry	treaty		17:00-21:00	101	0	8	3	301	0	0	0	Younger			
10-Sep-22	Sun																			no event		
11-Sep-22	Mon	attack	anti-treaty	pro-treaty	assault is turned back	Ireland	Newmarket	treaty			101	0	31	3	301	0	3	0	Neeson			
12-Sep-22	Tue	battle	pro-treaty	anti-treaty	pro-treaty forces take Ballina	Ireland	Ballina	treaty			50	31	3	1	301	0	0	0	Younger			
13-Sep-22	Wed	ambush	anti-treaty	pro-treaty	start shooting in mountain pass; anti-treaty attack fails	Ireland	Ox Mountains	treaty			101	10	3	0	201	0	2	0	Younger			
13-Sep-22	Wed	ambush	anti-treaty	pro-treaty	"firefight, but anti-treaty troops fail"	Ireland	Ballymote	treaty		7:00-8:00	101	0	3	0	201	0	0	0	Younger			
14-Sep-22	Thu	attack	anti-treaty	pro-treaty	assault is turned back	Ireland	Macroom	treaty			101	0	31	3	301	0	3	0	Neeson			
15-Sep-22	Fri	ambush	anti-treaty	pro-treaty	surprise attack on Seskin	Ireland	Seskin	treaty			101	0	0	0	50	17	3	4	Younger			
16-Sep-22	Sat	battle	anti-treaty	pro-treaty	naval battle between two armed ships	Ireland	Raughly Head	treaty			31	0	0	0	31	0	0	0	Younger			
16-Sep-22	Sat	raid	anti-treaty	pro-treaty	night raid on pro-treaty positions	Ireland	Boyle	treaty		3:00	150	0	0	0	201	0	3	0	Younger			
17-Sep-22	Sun	escape	pro-treaty	anti-treaty	Seskin prisoners escape	Ireland	Seskin	treaty			3	0	0	2	17	0	0	0	Younger			
17-Sep-22	Sun	raid	anti-treaty	pro-treaty	make 2 raids on jail	Ireland	Castlebar	treaty			31	0	0	0	31	0	0	0	Younger			
18-Sep-22	Mon	bomb-wd	anti-treaty	pro-treaty	8 killed by mine explosion	Ireland	Carrigaphonea	treaty			8	0	0	0	31	0	3	8	Neeson			
18-Sep-22	Mon	battle	pro-treaty	anti-treaty	firefight in attempt to recapture armored car	Ireland	Drumcliffe	treaty		10:00	101	0	0	0	301	0	0	0	Younger			
18-Sep-22	Mon	battle	pro-treaty	anti-treaty	firefight in attempt to recapture armored car	Ireland	Rathcormach	treaty			101	6	3	0	301	0	0	0	Younger			
18-Sep-22	Mon	ambush	anti-treaty	pro-treaty	attack from hidden venues; firefight ensues	Ireland	Grange	treaty			101	33	0	0	301	0	0	0	Younger			
19-Sep-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Sep-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	0	3	0	101	0	1	0	Neeson			
19-Sep-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Sep-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Sep-22	Tue	battle	pro-treaty	anti-treaty	move north & capture villages	Ireland	Kinlough	treaty			50	0	0	0	301	0	0	0	Younger			
19-Sep-22	Tue	battle	pro-treaty	anti-treaty	move north & capture villages	Ireland	Tullaghan	treaty			50	0	0	0	301	0	0	0	Younger			
19-Sep-22	Tue	ambush	anti-treaty	pro-treaty	attack from hidden venues; firefight ensues	Ireland	Grange	treaty			101	33	0	0	301	0	0	0	Younger			
20-Sep-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Sep-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	0	3	0	101	0	1	0	Neeson			
20-Sep-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Sep-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Sep-22	Wed	raid	pro-treaty	anti-treaty	move east & capture villages	Ireland	Kiltyclogher	treaty			101	30	0	0	301	0	0	0	Younger			
20-Sep-22	Wed	raid	pro-treaty	anti-treaty	move east & capture villages	Ireland	Manorhamilton	treaty			70	14	0	0	301	0	0	0	Younger			
20-Sep-22	Wed	battle	pro-treaty	anti-treaty	recapture armored car; kill the 5 occupants	Ireland	Grange	treaty			5	0	0	5	301	0	0	0	Younger			
20-Sep-22	Wed	ambush	anti-treaty	pro-treaty	attack from hidden venues; firefight ensues	Ireland	Grange	treaty			101	34	0	0	301	0	0	0	Younger			
21-Sep-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Sep-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	0	3	0	101	0	1	0	Neeson			
21-Sep-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
