Date	Day	Action	Actor	Target	Event	Country	Location	Issue	Linkdate	Time	Anti-treaty	Anti-treaty captured	Anti-treaty injured	Anti-treaty killed	Pro-treaty	Pro-treaty captured	Pro-treaty injured	Pro-treaty killed	Source	No event found		List of Sources
20-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Dec-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Dec-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Dec-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Dec-22	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Dec-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Dec-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Dec-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Dec-22	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Dec-22	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Dec-22	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Dec-22	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Dec-22	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Dec-22	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Jan-23	Tue	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Fermoy	treaty			5	0	0	5	31	0	0	0	Neeson			
2-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Jan-23	Fri	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Caher	treaty			5	0	0	5	31	0	0	0	Neeson			
5-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Jan-23	Mon	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Wicklow	treaty			5	0	0	5	31	0	0	0	Neeson			
8-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Jan-23	Mon	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Kerry	treaty			15	0	0	15	31	0	0	0	Younger			
16-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Jan-23	Thu	arrest	pro-treaty	anti-treaty	capture Liam Deasy of the anti-treaty forces	Ireland	Cahir	treaty			1	1	0	0	31	0	0	0	Younger			
19-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Jan-23	Mon	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Cork	treaty			15	0	0	15	31	0	0	0	Younger			
23-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Jan-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Jan-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Jan-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Jan-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Jan-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Jan-23	Mon	arson	anti-treaty	pro-treaty	aristocrat's home firebombed	Ireland	Dublin	treaty			3	0	0	0	0	0	0	0	Younger			
29-Jan-23	Mon	arson	anti-treaty	pro-treaty	aristocrat's home firebombed	Ireland	County Kildare	treaty			3	0	0	0	0	0	0	0	Younger			
29-Jan-23	Mon	arson	anti-treaty	pro-treaty	aristocrat's home firebombed	Ireland	Ballymore Eustace	treaty			3	0	0	0	0	0	0	0	Younger			
29-Jan-23	Mon	arson	anti-treaty	pro-treaty	aristocrat's home firebombed	Ireland	County Kildare	treaty			3	0	0	0	0	0	0	0	Younger			
29-Jan-23	Mon	arson	anti-treaty	pro-treaty	aristocrat's home firebombed	Ireland	Ballynastragh	treaty			3	0	0	0	0	0	0	0	Younger			
29-Jan-23	Mon	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Limerick	treaty			11	0	0	11	31	0	0	0	Younger			
30-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
